"GF+PATH Unique Antigens (+ GF PCR,AgB tests)",,,Show Duplicate: Enable,,,,,,,,,,,"Vlookup to Phase column I ""Phase"" in PATH-Antigen only-02/28/22",,,,,,,,,ADP COVID-19 Diagnostics Procurement Resource,PATH Antigen ,,Vlookup to GF Pricing- Column D,INDEX/MATCH to ADP COVID-19 Diagnostics Procurement resource Column T,Vlookup to GF Pricing- Column E,,0,10,10,15,11,,,,,,
,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1228,1228,LORCAG1120A LORCAG1120B,SAIC-19 Ag Kit,saic 19 ag ,,"M/S Lorven Biologics Pvt. Ltd.,",ms lorven biologics pvt ,,,,,,,#N/A,,,,,,,,,,,,,,IND0294,,,,,IND0294,,,,
,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1131,1131,"LORCAG1120A, LORCAG1120B, LORCAG1120C, , ,",SAIC-19 Ag Kit,saic 19 ag ,,"M/S Lorven Biologics Pvt. Ltd., Hyderabad (Telangana), India (developed by SSIHL, Anantpur)",ms lorven biologics pvt  hyderabad telangana india developed ssihl anantpur,,,,,,,#N/A,,,,,,,,,,,,,,IND0064,,,,,IND0064,,,,
,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1187,1187,"E054002
E054004","Standard Q Covid -19 IgM/IgG Duo
test ",standard   19 igmigg duotest ,,"M/s S.D. Biosensor, Inc South Korea",ms sd biosensor  south korea,,,,,,,,,,,,,,,,,,,,,IND0247,,,,,IND0247,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1367,1367,90030721,IMDX SARS-CoV-2 Multiplex ORF1ab/N gene RTPCR assay,imdx multiplex orf1abn gene rtpcr assay,,"M/s Siemens Healthcare Private Limited, Mumbai",ms siemens healthcare private limited mumbai,,,,,,,,,,,,,,,,,,,,,IND0522,,,,,IND0522,,,,
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,629,629,BUSGN7101109,SARS-CoV-2 Fluorescent PCR Kit,  fluorescent ,32T/kit,Maccura Biotechnology (USA) LLC,maccura biotechnology usa ,#N/A,#N/A,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,630,630,BUSGN7102109,SARS-CoV-2 Fluorescent PCR Kit,  fluorescent ,64T/kit,Maccura Biotechnology (USA) LLC,maccura biotechnology usa ,#N/A,#N/A,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,631,631,BUSGN7103109,SARS-CoV-2 Fluorescent PCR Kit,  fluorescent ,96T/kit,Maccura Biotechnology (USA) LLC,maccura biotechnology usa ,#N/A,#N/A,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1368,1368,420131,SARS-CoV-2 Nucleic Acid Detection Kit (Flourescent PCR),  nucleic acid detection  flourescent pcr,,Maccura Biotechnology Co Ltd China (Eris Lifesciences Ltd),maccura biotechnology  china eris lifesciences ,,,,,,,,,,,,,,,,,,,,,IND0523,,,,,IND0523,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,953,953,,Mag-Bind RNA Extraction Kit,mag bind rna extraction ,,"Maccura Biotechnology Co., Ltd.",maccura biotechnology ,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,ZAF0106,,,,,ZAF0106,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,952,"952, 970",,SARS-CoV-2 Fluorescent PCR,  fluorescent pcr,,"Maccura Biotechnology Co., Ltd.",maccura biotechnology ,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,ZAF0105,,,,,"ZAF0105, ZAF0130",,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1035,1035,,SARS-CoV-2 Fluorescent PCR,  fluorescent pcr,,"Maccura Biotechnology Co., Ltd.-16#, Baichuan Road, High-Tech Zone, 611731 Chengdu, People’s Republic of China",maccura biotechnology 16 baichuan road hightech zone 611731 chengdu peoples republic of china,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,PHL0050,,,,,PHL0050,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1009,1009,,SARS-CoV-2 Fluorescent PCR Kit,  fluorescent ,,"Maccura Biotechnology Co., Ltd.-16#, Baichuan Road, High-Tech Zone, 611731 Chengdu, People’s Republic of China",maccura biotechnology 16 baichuan road hightech zone 611731 chengdu peoples republic of china,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,PHL0001,,,,,PHL0001,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1369,1369,RTPCR001,MagGenome COVID-19 single Tube Multiplex RT-PCR Kit,maggenome  single tube multiplex ,,"MagGenome Technologies Pvt. Ltd, Emakulam",maggenome technologies pvt  emakulam,,,,,,,,,,,,,,,,,,,,,IND0524,,,,,IND0524,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,413,413,,MEDsan SARS-CoV-2 Antigen Rapid Test,medsan antigen rapid ,,MaiMed,maimed,Germany,#N/A,Germany,Test approved by one or more regulatory bodies,,,CE-IVD,,,,,,#N/A,https://www.medsan.eu/wp-content/uploads/MEDsan%C2%AE-SARS-CoV-2-Antigen-Rapid-Test_Packungsbeilage_v4_18s.pdf,https://www.medsan.eu/wp-content/uploads/MEDsan%C2%AE-SARS-CoV-2-Antigen-Rapid-Test_Packungsbeilage_v4_18s.pdf,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,456,456,,Novel Coronavirus 2019-nCoV Antigen Test(Colloidal Gold),novel coronavirus 2019 antigen colloidal gold,,MaiMed,maimed,Germany,#N/A,Germany,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,,,#N/A,#N/A,#N/A,,,,,,,,,,,,
x,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,693,693,,STANDARD Q COVID-19 Ag Test,standard  ag ,,MALCOM COMPANY LIMITED,malcom company limited,Republic of Korea,Republic of Korea,Republic of Korea,Test that meet WHO TPP according to external evaluation,PMDA,,#N/A,FALSE,FALSE,FALSE,TRUE,FALSE,https://extranet.who.int/pqweb/sites/default/files/documents/EUL_0563-117-00_STANDARD_Q_COVID-19_AgTest_PR_v_4.0.pdf,https://extranet.who.int/pqweb/sites/default/files/documents/EUL_0563-117-00_STANDARD_Q_COVID-19_AgTest_PR_v_4.0.pdf,https://extranet.who.int/pqweb/sites/default/files/documents/EUL_0563-117-00_STANDARD_Q_COVID-19_AgTest_PR_v_4.0.pdf,#N/A,$3.00,#N/A,$3.00,,,,,,,,,,,Yes
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,628,628,,"SARS-CoV-2 DETECTR
Reagent Kit",  detectrreagent ,,"Mammoth Biosciences, Inc.",mammoth biosciences ,#N/A,#N/A,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,410,410,ST-CV19-2SF,MatMaCorp COVID-19 2SF Test,matmacorp  2sf ,,"Materials and Machines Corporation of America (DBA MatmaCorp, Inc.)",materialsmachines corporation of america dba matmacorp ,#N/A,#N/A,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1370,1370,"Lot No. GA0306-20-A, Batch No. MGA202003006",Genome Analyst SARS-CoV-2 detection kit,genome analyst detection ,,"Med Achievers Private Limited, Noida, Uttar Pradesh, India",med achievers private limited noida uttar pradesh india,,,,,,,,,,,,,,,,,,,,,IND0525,,,,,IND0525,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,411,411,,MDx COVID-19 Ag Rapid Test,mdx  ag rapid ,,MEDIAN DIAGNOSTICS INC.,median diagnostics ,Republic of Korea,#N/A,Republic of Korea,Test in development or commercialized,,,#N/A,,,,,,#N/A,http://www.mediandiagnostics.com/manual/MDx%20COVID-19%20Ag%20Rapid%20Test_Instruction%20Manual_Rev.04E%20(Nov.11.2020).pdf,http://www.mediandiagnostics.com/manual/MDx%20COVID-19%20Ag%20Rapid%20Test_Instruction%20Manual_Rev.04E%20(Nov.11.2020).pdf,#N/A,#N/A,#N/A,,,,,,,,,,,,
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,412,412,,MEBRIGHT SARS-CoV-2 Kit,mebright ,,"Medical & Biological Laboratories Co., Ltd.",medical  biological laboratories ,#N/A,#N/A,,,PMDA,,,FALSE,FALSE,FALSE,TRUE,FALSE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,IND0526,,,,,IND0526,,,,Yes
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,170,170,,COVID-19 Antigen Rapid Acute Infection Test, antigen rapid acute infection ,,Medical Diagnostech (Pty) Ltd,medical diagnostech pty ,South Africa,#N/A,South Africa,Test in development or commercialized,,,#N/A,,,,,,#N/A,http://medi-tech.co.za/wp-content/uploads/2021/12/FINAL-COVID-AG-210820-Insert-MD-SARS-nCOV-2-COVID-19-antigen-test.pdf,http://medi-tech.co.za/wp-content/uploads/2021/12/FINAL-COVID-AG-210820-Insert-MD-SARS-nCOV-2-COVID-19-antigen-test.pdf,#N/A,#N/A,#N/A,,,,,,,,,,,,
,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,915,915,,MD COVID-19 IgG/IgM Rapid Test,md  iggigm rapid ,,Medical Diagnostech (Pty) Ltd,medical diagnostech pty ,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,ZAF0050,,,,,ZAF0050,,
,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1008,1008,,MD SARS-nCoV-2 Antigen Test,md  antigen ,,Medical Diagnostech (Pty) Ltd,medical diagnostech pty ,#N/A,#N/A,,,,,#N/A,,,,,,,,,,,,,,,,ZAF0229,,,,,ZAF0229,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,509,509,,ProDetect COVID-19 Antigen Rapid Self-Test,prodetect  antigen rapid self ,,Medical Innovation Ventures Sdn Bhd. (Mediven),medical innovation ventures sdn bhd mediven,Malaysia,#N/A,Malaysia,Test in development or commercialized,,,#N/A,,,,,,#N/A,https://mediven.com.my/wp-content/uploads/2021/07/Flyer-PO-PR-CVDCAgN-ProDetect%E2%84%A2-COVID-19-Antigen-Rapid-Self-Test.jpg,https://mediven.com.my/wp-content/uploads/2021/07/Flyer-PO-PR-CVDCAgN-ProDetect%E2%84%A2-COVID-19-Antigen-Rapid-Self-Test.jpg,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,510,510,,ProDetect COVID-19 Antigen Rapid Self-Test (Saliva),prodetect  antigen rapid self  saliva,,Medical Innovation Ventures Sdn Bhd. (Mediven),medical innovation ventures sdn bhd mediven,Malaysia,#N/A,Malaysia,Test in development or commercialized,,,#N/A,,,,,,#N/A,https://mediven.com.my/wp-content/uploads/2021/09/Flyer-ProDetect%E2%84%A2-COVID-19-Antigen-Rapid-Self-Test-Oral-Fluid.pdf,https://mediven.com.my/wp-content/uploads/2021/09/Flyer-ProDetect%E2%84%A2-COVID-19-Antigen-Rapid-Self-Test-Oral-Fluid.pdf,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,511,511,,ProDetect COVID-19 Antigen Rapid Test,prodetect  antigen rapid ,,Medical Innovation Ventures Sdn Bhd. (Mediven),medical innovation ventures sdn bhd mediven,Malaysia,#N/A,Malaysia,Test in development or commercialized,,,#N/A,,,,,,#N/A,,,#N/A,#N/A,#N/A,,,,,ZAF0220,,,,,ZAF0220,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,512,512,,ProDetect COVID-19 Antigen Rapid Test (Oral Fluid),prodetect  antigen rapid  oral fluid,,Medical Innovation Ventures Sdn Bhd. (Mediven),medical innovation ventures sdn bhd mediven,Malaysia,#N/A,Malaysia,Test in development or commercialized,,,#N/A,,,,,,#N/A,https://mediven.com.my/wp-content/uploads/2021/07/Flyer-PR-CVDCAgO-ProDetect%E2%84%A2-COVID-19-Antigen-Rapid-Test-Oral-Fluid.pdf,https://mediven.com.my/wp-content/uploads/2021/07/Flyer-PR-CVDCAgO-ProDetect%E2%84%A2-COVID-19-Antigen-Rapid-Test-Oral-Fluid.pdf,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,726,726,,Trueline COVID-19 Ag Rapid Test,trueline  ag rapid ,,"Medicon Co., Ltd.",medicon ,Vietnam,#N/A,Vietnam,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,,,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,22,22,,Actim SARS CoV-2,actim  ,,Medix Biochemica,medix biochemica,Finland,#N/A,Finland,Test in development or commercialized,,,#N/A,,,,,,#N/A,,,#N/A,#N/A,#N/A,,,,,,,,,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,923,923,,SARS-CoV-2 Real time PCR ,  real time ,,"Medizinische Labordiagnostika AG, Deutschland ",medizinische labordiagnostika ag deutschland ,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,ZAF0062,,,,,ZAF0062,,
,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,894,894,,Anti SARS-CoV-2 ELISA IgA,anti elisa iga,,"Medizinische Labordiagnostika AG, Deutschland, Germany",medizinische labordiagnostika ag deutschland germany,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,ZAF0009,,,,,ZAF0009,,
,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,895,895,,Anti SARS-CoV-2 ELISA IgG,anti elisa igg,,"Medizinische Labordiagnostika AG, Deutschland, Germany",medizinische labordiagnostika ag deutschland germany,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,ZAF0011,,,,,ZAF0011,,
,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1164,1164,COV-002,"COVID 19 IgM/IgG Rapid Test Kit
(ver 2.0) ", igmigg rapid  ver 20 ,,"Medsource Ozone Biomedicals,
Haryana, India ",medsource ozone biomedicalsharyana india ,,,,,,,,,,,,,,,,,,,,,IND0224,,,,,IND0224,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1371,1371,20200433,COVID-19 RT-PCR kit, ,,"Medsource Ozone Biomedicals, Faridabad, Haryana",medsource ozone biomedicals faridabad haryana,,,,,,,,,,,,,,,,,,,,,IND0527,,,,,IND0527,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1372,1372,TLPCOV040920,OZOFIND SARS COV2 RT PCR KIT,ozofind  cov2 ,,"Medsource Ozone Biomedicals, Faridabad, Haryana",medsource ozone biomedicals faridabad haryana,,,,,,,,,,,,,,,,,,,,,IND0528,,,,,IND0528,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,295,295,,FutureCare COVID-19 Ag detection Test kit,futurecare  ag detection  ,,"Medzome Lifesciences
 
 
 Pvt. Ltd., Solan
 
 
 (Himachal Pradesh),
 
 
 India",medzome lifesciences pvt  solan himachal pradesh india,India,#N/A,India,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,,,#N/A,#N/A,#N/A,,,IND0072,,,,,IND0072,,,,
,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1229,1229,MZCDA00120 MZCDA00220 MZCDA00320B,FutureCare COVID-19 Ag detection Test kit,futurecare  ag detection  ,,"Medzome Lifesciences Pvt. Ltd., Solan (Himachal Pradesh), India",medzome lifesciences pvt  solan himachal pradesh india,,,,,,,#N/A,,,,,,,,,,,,,,IND0295,,,,,IND0295,,,,
x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,551,551,,Rapid COVID-19 IgM/IgG Combo Test Kit,rapid  igmigg combo  ,see IFU,"Megna Health, Inc.",megna health ,#N/A,#N/A,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,#N/A,,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,582,582,410700,Revogene SARS-CoV-2 assay,revogene assay,,Meridian,meridian,#N/A,#N/A,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,969,969,,Meril COVID-19 One Step RT-PCR kit,meril  one step ,,Meril Diagnostics,meril diagnostics,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,ZAF0128,,,,,ZAF0128,,
,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1113,1113,MRDLF130221,CoviFind COVID-19 Rapid Ag Self Test,covifind  rapid ag self ,,"Meril Diagnostics
Pvt. Ltd.",meril diagnosticspvt ,,,,,,,#N/A,,,,,,,,"A. IFU
https://www.merillife.com/asset
s/pdfs/medical-devices/Covifind-IFU.pdf
B. Video link for demonstration
https://youtu.be/dA_A0cZ__4M",,,,,,IND0003,,,,,IND0003,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,415,415,,MeriScreen COVID-19 Antigen Detection Test,meriscreen  antigen detection ,,Meril Diagnostics Pvt Ltd,meril diagnostics pvt ,India,#N/A,India,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,https://www.merillife.com/assets/pdfs/medical-devices/meriscreen-covid-19-antigen-detection-test-1605852155pdf.pdf,https://www.merillife.com/assets/pdfs/medical-devices/meriscreen-covid-19-antigen-detection-test-1605852155pdf.pdf,#N/A,#N/A,#N/A,,,,,,,,,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1373,1373,MRD091 MRD097 MRD098 M1052007,Meril COVID-19 One-step RT-PCR Kit,meril  one step ,,"Meril Diagnostics Pvt Ltd, Gujarat, India",meril diagnostics pvt  gujarat india,,,,,,,,,,,,,,,,,,,,,IND0529,,,,,IND0529,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1374,1374,MB20009,One-Step COVID-19 RT-PCR Kit (Lyophilized),one step   lyophilized,,"Meril Diagnostics Pvt Ltd, Gujarat, India",meril diagnostics pvt  gujarat india,,,,,,,,,,,,,,,,,,,,,IND0530,,,,,IND0530,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1375,1375,MB20008,One-Step COVID-19 RT-PCR Kit (Lyophilized) (Target ORF1ab and N genes),one step   lyophilized target orf1ab and genes,,"Meril Diagnostics Pvt Ltd, Gujarat, India",meril diagnostics pvt  gujarat india,,,,,,,,,,,,,,,,,,,,,IND0531,,,,,IND0531,,,,
,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1195,1195,MRD-113 MRD-114 MRD-115,Anti-SARS CoV-2 Human IgG ELISA,anti human igg elisa,,"Meril Diagnostics Pvt. Ltd., Vapi (Gujarat), India",meril diagnostics pvt  vapi gujarat india,,,,,,,,,,,,,,,,,,,,,IND0255,,,,,IND0255,,,,
,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1132,1132,"MRD151, MRD152, MRD153,",Covid-19 Antigen Detection Test (FIA) Immunofluorescence Analyzer CHF200, antigen detection  fia immunofluorescence analyzer chf200,,"Meril Diagnostics Pvt. Ltd., Vapi (Gujrat), India",meril diagnostics pvt  vapi gujrat india,,,,,,,#N/A,,,,,,,,,,,,,,IND0073,,,,,IND0073,,,,
,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1133,1133,"MRD131, MRD132, MRD133",COVID-19 Antigen Detection Test, antigen detection ,,"Meril Diagnostics, Vapi (Gujarat), India",meril diagnostics vapi gujarat india,,,,,,,#N/A,,,,,,,,,,,,,,IND0074,,,,,IND0074,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,615,615,,SARS-CoV-2 Antigen Rapid Test Cassette,  antigen rapid  cassette,,"Merlin Biomedical (Xiamen) Co., Ltd",merlin biomedical xiamen ,China,#N/A,China,Test approved by one or more regulatory bodies,,,CE-IVD,,,,,,#N/A,http://www.merlinbio.com.cn/en/uploadfile/file/20201117/20201117105922_97245.docx,http://www.merlinbio.com.cn/en/uploadfile/file/20201117/20201117105922_97245.docx,#N/A,#N/A,#N/A,,,,,,,,,,,,
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,19,19,COV4100,Accula SARS-Cov-2 Test,accula ,,Mesa Biotech Inc.,mesa biotech ,#N/A,#N/A,,#N/A,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1376,1376,MDS/PCR/COV/ 11/20,Pathkits MDS COVID Detect RTPCR Kit,pathkits mds  detect rtpcr ,,"MetaDesign Solutions Pvt Ltd, Haryana",metadesign solutions pvt  haryana,,,,,,,,,,,,,,,,,,,,,IND0532,,,,,IND0532,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,334,334,,ImmTek COVID-19 Antigen Rapid Test,immtek  antigen rapid ,,Metas Biomedical Inc.,metas biomedical ,Taiwan,#N/A,Taiwan,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,,,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,416,416,,Mexacare COVID-19 & Influenza A+B Ag Combo-Schnelltest,mexacare influenza ab ag combo schnelltest,,Mexacare Diagnostics GmbH,mexacare diagnostics gmbh,Germany,#N/A,Germany,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,https://mexacare.com/wp-content/uploads/2020/09/02_COVID-19_Diagnostik_AntiGen,https://mexacare.com/wp-content/uploads/2020/09/02_COVID-19_Diagnostik_AntiGen,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,417,417,,Mexacare COVID-19 Antigen Schnellltest,mexacare  antigen schnellltest,,Mexacare Diagnostics GmbH,mexacare diagnostics gmbh,Germany,#N/A,Germany,Test approved by one or more regulatory bodies,,,#N/A,,,,,,#N/A,https://mexacare.com/wp-content/uploads/2020/09/02_COVID-19_Diagnostik_AntiGen,https://mexacare.com/wp-content/uploads/2020/09/02_COVID-19_Diagnostik_AntiGen,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,733,733,,VERI-Q COVID-19 Ag Rapid Test,veri  ag rapid ,,MiCo Biomed Co. Ltd,mico biomed ,Republic of Korea,#N/A,Republic of Korea,Test in development or commercialized,,,#N/A,,,,,,#N/A,,,#N/A,#N/A,#N/A,,,,IDN0082,,,,,IDN0082,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1377,1377,M2243a21CN1Z A,Veri-Q COVID-19 Multiplex Detection Kit,veri  multiplex detection ,,"Mico Biomed Co., Ltd",mico biomed ,,,,,,,,,,,,,,,,,,,,,IND0533,,,,,IND0533,,,,
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,734,734,"7K105
 ","Veri-Q PCR 316 COVID-19
Detection Kit",veri 316 detection ,"50 test/kit
",MiCoBioMed Co Ltd,micobiomed ,#N/A,#N/A,,,TGA WHO EUL,,,FALSE,FALSE,TRUE,FALSE,TRUE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,735,735,7K111,"Veri-Q PCR 316 COVID-19
Detection Kit",veri 316 detection ,100 test/kit,MiCoBioMed Co Ltd,micobiomed ,#N/A,#N/A,,,TGA WHO EUL,,,FALSE,FALSE,TRUE,FALSE,TRUE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
,,Lateral flow assay (strip or cassette),1155,1155,COV-19C25,VERI-Q PCR 316 COVID-19 detection system,veri 316  detection system,,MiCoBiomed Co. Ltd,micobiomed ,,,,,,,,,,,,,,,http://www.micobiomed.com/,,,,,,IND0179,,,,,IND0179,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1378,1378,M2243a20DN1F A,Veri-Q COVID-19 Multiplex Detection Kit,veri  multiplex detection ,,"Micobiomed Co. Ltd, Korea (POCT Services Pvt Ltd)",micobiomed  korea poct services pvt ,,,,,,,,,,,,,,,,,,,,,IND0534,,,,,IND0534,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1379,1379,M224320EN1HB,Veri-Q nCOV-QM COVID-19 Multiplex Detection Kit,veri n qm  multiplex detection ,,"Micobiomed Co. Ltd, Korea (POCT Services Pvt Ltd)",micobiomed  korea poct services pvt ,,,,,,,,,,,,,,,,,,,,,IND0535,,,,,IND0535,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1380,1380,MB-INF00001,Microbio-InfectID-SARS-COV-19 (Cat#:MB-1),microbio infectid 19 catmb 1,,"Microbio PTY Ltd, Australia (Bizsoch Consultants LLP)",microbio pty  australia bizsoch consultants llp,,,,,,,,,,,,,,,,,,,,,IND0536,,,,,IND0536,,,,
,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1212,1212,L202/00200622 L201/00200525 L199/00200428,SARS-CoV-2 IgG ELISA,  igg elisa,,"Microlyn Healthcare Pvt. Ltd., Neelankarai (TamilNadu), India",microlyn healthcare pvt  neelankarai tamilnadu india,,,,,,,,,,,,,,,,,,,,,IND0272,,,,,IND0272,,,,
,,SARS-CoV-2 Nucleic Acid Amplification Technologies,963,963,,MIRXES FORTITUDE KITS 2.1,mirxes fortitude 21,,MIRXES,mirxes,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,ZAF0120,,,,,ZAF0120,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,532,532,,Quick Chaser Auto SARS-CoV-2,quick chaser auto  ,,"Mizuho Medy Co., Ltd",mizuho medy ,Japan,Japan,Japan,Test approved by one or more SRA,,,#N/A,,,,,,,,,#N/A,,#N/A,,,IND0180,,,,,IND0180,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,533,533,,Quick Chaser SARS-CoV-2 / Flu,quick chaser  flu,,"Mizuho Medy Co., Ltd",mizuho medy ,Japan,#N/A,Japan,Test in development or commercialized,,,#N/A,,,,,,#N/A,,,#N/A,#N/A,#N/A,,,,,,,,,,,,
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,534,534,,"Quick Chaser SARS-CoV-2 / Flu A, B",quick chaser  flu b,,"Mizuho Medy Co., Ltd",mizuho medy ,Japan,#N/A,Japan,Test in development or commercialized,,,#N/A,,,,,,#N/A,,,#N/A,#N/A,#N/A,,,,,,,,,,,,
x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,292,292,,Fuji Dry Chem IMMNO AG Cartridge COVID-19 Ag,fuji dry chem immno ag cartridge  ag,,"Mizuhomedy Co., Ltd.",mizuhomedy ,#N/A,#N/A,,#N/A,PMDA,,#N/A,FALSE,FALSE,FALSE,TRUE,FALSE,#N/A,#N/A,,#N/A,#N/A,#N/A,,,,,,,,,,,,Yes
