"GF+PATH Unique Antigens (+ GF PCR,AgB tests)",,,,,,,,,,,,,,,,,,
Source: GF,Source: Path,Type of Test,Manufacturer Product Catalogue number,"Product Name
 (IVD product)",product_keywords,Reference detail,Manufacturer,manufacturer_keywords,Total Criteria Eligibility ,Comments ,US FDA EUA (US Food and Drug Administration Emergency Use Authorization) ,Health Canada/Interim Order,WHO EUL (Emergency Use Listing),PMDA (Pharmaceuticals and medical devices agency),TGA (Therapeutic Goods Administration),IFU Link,"Reference price per pack EXW, USD","Reference price per test EXW, USD"
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Antigen Rapid Test Cassette for Self-Testing (CE1434 OTC) (Nasal Swab),  antigen rapid  cassette self ing ce1434 otc nasal swab,,"Hangzhou AllTest Biotech Co., Ltd",hangzhou alltest biotech ,,,,,,,,http://www.alltests.com.cn/upfile/pdf/IFUINCP-502HAlltestSARS-CoV-2AntigenRapidTestNasalSwabINCP-502HforSelf-TestingCE1434.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Antigen Rapid Test with LF Reader (Nasopharyngeal swab/Nasal Swab),  antigen rapid  with lf reader nasopharyngeal swabnasal swab,,"Hangzhou AllTest Biotech Co., Ltd",hangzhou alltest biotech ,,,,,,,,http://www.alltests.com.cn/upfile/pdf/IFU-146438203INCP-502NAllTestCEGermanPI(700329331).pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,LumiraTek COVID-19 Ag,lumiratek  ag,,"Hangzhou Biotest Biotech Co., Ltd",hangzhou biotest biotech ,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351268442202054/anexo/A2426337/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.PDF?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,MedTest Coronavirus (COVID-19) Ag (Rapid Test),medtest coronavirus  ag rapid ,,"Hangzhou Biotest Biotech Co., Ltd",hangzhou biotest biotech ,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351467570202089/anexo/A2430264/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.PDF?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Antigen Rapid Test Cassette (Saliva), antigen rapid  cassette saliva,,"Hangzhou Clongene Biotech Co., Ltd",hangzhou clongene biotech ,,,,,,,,http://en.clongene.com/uploads/20210208/47aa8475f4a3e543037072b65ca548a9.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Influenza A+B Antigen Combo Rapid Test Cassette, influenza ab antigen combo rapid  cassette,,"Hangzhou Clongene Biotech Co., Ltd",hangzhou clongene biotech ,,,,,,,,http://en.clongene.com/uploads/20201223/8b7e1b2afd13c841950be917a6698ef4.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Novel Coronavirus S Glycoprotein Detection Kit,novel coronavirus glycoprotein detection ,,"Hangzhou Deangel Biological Engineering Co., Ltd",hangzhou deangel biological engineering ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,reOpenTest COVID-19 Antigen Rapid Test,reopentest  antigen rapid ,,Hangzhou Fenhe Technology Co. Ltd,hangzhou fenhe technology ,,,,,,,,https://www.reopentest.com/pdf/ifu/ce_ag.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,LYHER Novel Coronavirus (Covid-19) Antigen Test Kit (Colloidal Gold) (Nasal),lyher novel coronavirus  antigen colloidal gold nasal,,"Hangzhou Laihe Biotech Co., Ltd",hangzhou laihe biotech ,,,,,,,,http://www.lyherbio.com/upload/ueditor/file/20210304/16148218976954969.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,LYHER Novel Coronavirus (Covid-19) Antigen Test Kit (Colloidal Gold) (NO),lyher novel coronavirus  antigen colloidal gold no,,"Hangzhou Laihe Biotech Co., Ltd",hangzhou laihe biotech ,,,,,,,,http://www.lyherbio.com/upload/ueditor/file/20210304/16148220967081312.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,LYHER Novel Coronavirus (Covid-19) Antigen Test Kit (Colloidal Gold) (Saliva),lyher novel coronavirus  antigen colloidal gold saliva,,"Hangzhou Laihe Biotech Co., Ltd",hangzhou laihe biotech ,,,,,,,,http://www.lyherbio.com/upload/ueditor/file/20210304/16148214168228559.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,LYHER Novel Coronavirus (Covid-19) Antigen Test Kit (Colloidal Gold) Self-test,lyher novel coronavirus  antigen colloidal gold self ,,"Hangzhou Laihe Biotech Co., Ltd",hangzhou laihe biotech ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Novel Coronavirus (SARS-CoV-2) Antigen rapid test,novel coronavirus antigen rapid ,,Hangzhou Realy Tech Co Ltd,hangzhou realy tech ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Rapid Antigen Test, rapid antigen ,,Hangzhou Singclean Medical Products Co. Ltd.,hangzhou singclean medical products ,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351525265202019/anexo/T13611466/nomeArquivo/INSTRUCOES%20Teste%20Rapido%20Ant%C3%ADgeno%20Swab%20Covid-19%20Nutriex.pdf?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Rapid COVID-19 Antigen Test,rapid  antigen ,,Healgen Scientific LLC,healgen scientific ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,V-CODE ENCODE SARS-COV-2 Antigen Rapid Test Device,v code encode antigen rapid  device,,HealthGroup Medical Pte Ltd,healthgroup medical  ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Hecin COVID-19 Antigen Test Kit,hecin  antigen  ,,"Hecin Scientific, Inc.",hecin scientific ,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351661446202016/anexo/T14422686/nomeArquivo/bula_covid-flu-combo_ag_V2_19.04.2021.pdf?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Helix i-SARS-CoV-2 Ag Rapid Test Kit,helix   ag rapid  ,,Helix OpCo LLC (dba Helix),helix opco  dba helix,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Corona Virus (COVID-19) Antigen Rapid Test (Colloidal Gold),corona virus  antigen rapid  colloidal gold,,"Hoyotek Biomedical Co., Ltd",hoyotek biomedical ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Influenza A/B/Corona Virus (COVID-19) Antigen Rapid Test (Colloidal Gold),influenza abcorona virus  antigen rapid  colloidal gold,,"Hoyotek Biomedical Co., Ltd",hoyotek biomedical ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Humasis COVID-19 Ag Home Test,humasis  ag home ,,Humasis,humasis,,,,,,,,http://www.humasis.com/en/sub/product/product.asp?q=prod&mode=view&s_keyword=&s_cate=2110&idx=113,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Humasis COVID-19 Ag Test,humasis  ag ,,Humasis,humasis,,,,,,,,http://www.humasis.com/en/sub/product/product.asp?q=prod&mode=view&s_keyword=&s_cate=2110&idx=113,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Humasis COVID-19/Flu Ag Combo Test,humasis flu ag combo ,,Humasis,humasis,,,,,,,,http://www.humasis.com/en/sub/product/product.asp?q=prod&mode=view&s_keyword=&s_cate=2110&idx=115,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,2019-nCoV Antigen Rapid Test Cassette,2019 antigen rapid  cassette,,"Hunan Lituo Biotechnology Co., Ltd",hunan lituo biotechnology ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,ImmunoQuick COVID19 Antigen Rapid Card test kit,immunoquick 19 antigen rapid card  ,,"ImmunoScience India Pvt. Ltd., Pune (Maharshtra), India",immunoscience india pvt  pune maharshtra india,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Ag InviTest,  ag invitest,,IN VITRO DIAGNOSTICA LTDA - BRAZIL,in vitro diagnostica  brazil,,,,,,,,https://www.invitro.com.br/reagentes/Instrucoes_de_uso/SARS-CoV-2%20Ag%20InviTest.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Innova SARS-CoV-2 Antigen test,innova antigen ,,Innova Medical Group,innova medical group,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,InnoScreen COVID-19 Antigen Rapid Test Device (Self-test),innoscreen  antigen rapid  device self ,,Innovation Scientific Pty Ltd (Australia),innovation scientific pty  australia,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,2019-nCOV Ag Test,2019 ag ,,"Innovita (Tangshan) Biological Technology Co., Ltd",innovita tangshan biological technology ,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351365106202130/anexo/T14221246/nomeArquivo/INSTRU%C3%87%C3%83O%20DE%20USO%20COVID%20AG.pdf?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,IVDLAB COVID-19 Ag Test,ivdlab  ag ,,"IVDLab Co., Ltd",ivdlab ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,PixoTest COVID-19 Antigen Test,pixotest  antigen ,,iXensor,ixensor,,,,,,,,https://inner.ixensor.com/demo/PixoTest_POCT_COVID-19AntigenTest_E-Brochure_RUO_20201203.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID 19 Ag MICROLISA, ag microlisa,,"J. Mitra Co. Ltd., Bengaluru (Karnataka), India",j mitra  bengaluru karnataka india,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Novel Corona Virus (SARS-CoV-2) Ag Rapid Test Kit,novel corona virus ag rapid  ,,Jiangsu Bioperfectus Technologies Co. Ltd,jiangsu bioperfectus technologies ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Antigen Test Cassette,  antigen  cassette,,"Jiangsu Mole Bioscience Co., Ltd",jiangsu mole bioscience ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Orawell COVID-19 Ag Rapid saliva test device (Self-test),orawell  ag rapid saliva  device self ,,"Jiangsu Well Biotech Co., Ltd.",jiangsu well biotech ,,,,,,,,https://www.tga.gov.au/sites/default/files/covid-19-rapid-antigen-self-tests-are-approved-australia-ifu-377136.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Antigen Rapid Test (Colloidal Gold) (immunology sample), antigen rapid  colloidal gold immunology sample,,"Joinstar Biomedical Technology Co., Ltd",joinstar biomedical technology ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Antigen Rapid Test (Latex), antigen rapid  latex,,"Joinstar Biomedical Technology Co., Ltd",joinstar biomedical technology ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 / Influenza A&B Antigen Rapid Test, influenza ab antigen rapid ,,"Joinstar Biomedical Technology Co., Ltd",joinstar biomedical technology ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 (SARS-CoV-2) Antigen Rapid Test Kit (Colloidal Gold), antigen rapid colloidal gold,,"JOYSBIO (Tianjin) Biotechnology Co., Ltd",joysbio tianjin biotechnology ,,,,,,,,download via product webpage,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,KDx Rapid SARS-CoV-2 Antigen Test,kdx rapid antigen ,,Kephera Diagnostics,kephera diagnostics,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,RADI COVID-19 Ag Rapid Test,radi  ag rapid ,,KH Medical Co. Ltd,kh medical ,,,,,,,,http://www.khmedical.co.kr/covid05.php,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Antigen Lateral Flow Assay,  antigen lateral flow assay,,"Koch Biotechnology (Beijing) Co., Ltd",koch biotechnology beijing ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,KBM LineCheck nCoV (Stick Type),kbm linecheck stick type,,"KOHJIN BIO CO., LTD.",kohjin bio ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,KBM LineCheck nCoV / flu,kbm linecheck  flu,,"KOHJIN BIO CO., LTD.",kohjin bio ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Antigen Lateral Flow Test Device, antigen lateral flow  device,,"LabCare Diagnostics Ltd., Valsad (Gujarat), India",labcare diagnostics  valsad gujarat india,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Antigen & Influenza A/B Rapid Test Kit,  antigen  influenza ab rapid  ,,Labnovation Technologies Inc.,labnovation technologies ,,,,,,,,http://www.labnovation.com/products/1410.html,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Antigen Rapid Test Kit,  antigen rapid  ,,Labnovation Technologies Inc.,labnovation technologies ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Look Spot COVID-19 Antigen Rapid Test,look spot  antigen rapid ,,Laipac Technology Inc.,laipac technology ,,,,,,,,https://secureservercdn.net/198.71.233.68/3ph.5f4.myftpupload.com/wp-content/uploads/2021/03/Instruction-of-Use-LooK-SPOT-v4.3.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Antigen Test Kit (Dry Fluorescence Immunoassay), antigen dry fluorescence immunoassay,,"Lansion Biotechnology Co., Ltd",lansion biotechnology ,,,,,,,,http://en.lansionbio.com/article/type/383_1.html,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Leadgene SARS/SARS-CoV-2 Antigen Rapid Test Kit,leadgene antigen rapid  ,,"Leadgene Biomedical, Inc.",leadgene biomedical ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Antigen Rapid Test Kit (Colloidal Gold Immunochromatography),  antigen rapid colloidal gold immunochromatography,,"Lepu Medical Technology (Beijing) Co., Ltd.",lepu medical technology beijing ,,,,,,,,https://en.lepumedical.com/products/sars-cov-2-antigen-rapid-test-kit-colloidal-gold-immunochromatography/,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Basall Family Test 2019-nCov Antigen,basall family  2019 antigen,,LMG - Laser Medical Group,lmg  laser medical group,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351672565202096/anexo/A2452544/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.PDF?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 N-Protein Antigen Rapid Test,  protein antigen rapid ,,LOMINA AG,lomina ag,,,,,,,,https://www.lomina.ch/src/Frontend/Files/FileExtend/source/8_1610469567.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,LordMed COVID-19 Ag Test Kit,lordmed  ag  ,,Lord’s Mark Industries Private Ltd,lords mark industries private ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,CLIP-COVID19 (smartphone-read out high sensivity antigen detection test),clip 19 smartphone read out high sensivity antigen detection ,,"Luminostics, Inc.",luminostics ,,,,,,,,https://www.fda.gov/media/144256/download,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,QuickProfile COVID-19 ANTIGEN Test,quickprofile  antigen ,,LumiQuick Diagnostics Inc.,lumiquick diagnostics ,,,,,,,,https://filgen.jp/Product/Bioscience4/LumiQuick/71110B-IFU%20E1R1_COVID-19_Antigen_Test%20Strip-IFU_25917.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,CoviDx SARS-CoV-2 Rapid Antigen Test,x rapid antigen ,,Lumos Diagnostics,lumos diagnostics,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,MEDsan SARS-CoV-2 Antigen Rapid Test,medsan antigen rapid ,,MaiMed,maimed,,,,,,,,https://www.medsan.eu/wp-content/uploads/MEDsan%C2%AE-SARS-CoV-2-Antigen-Rapid-Test_Packungsbeilage_v4_18s.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Novel Coronavirus 2019-nCoV Antigen Test(Colloidal Gold),novel coronavirus 2019 antigen colloidal gold,,MaiMed,maimed,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,MDx COVID-19 Ag Rapid Test,mdx  ag rapid ,,MEDIAN DIAGNOSTICS INC.,median diagnostics ,,,,,,,,http://www.mediandiagnostics.com/manual/MDx%20COVID-19%20Ag%20Rapid%20Test_Instruction%20Manual_Rev.04E%20(Nov.11.2020).pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Antigen Rapid Acute Infection Test, antigen rapid acute infection ,,Medical Diagnostech (Pty) Ltd,medical diagnostech pty ,,,,,,,,http://medi-tech.co.za/wp-content/uploads/2021/12/FINAL-COVID-AG-210820-Insert-MD-SARS-nCOV-2-COVID-19-antigen-test.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,ProDetect COVID-19 Antigen Rapid Self-Test,prodetect  antigen rapid self ,,Medical Innovation Ventures Sdn Bhd. (Mediven),medical innovation ventures sdn bhd mediven,,,,,,,,https://mediven.com.my/wp-content/uploads/2021/07/Flyer-PO-PR-CVDCAgN-ProDetect%E2%84%A2-COVID-19-Antigen-Rapid-Self-Test.jpg,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,ProDetect COVID-19 Antigen Rapid Self-Test (Saliva),prodetect  antigen rapid self  saliva,,Medical Innovation Ventures Sdn Bhd. (Mediven),medical innovation ventures sdn bhd mediven,,,,,,,,https://mediven.com.my/wp-content/uploads/2021/09/Flyer-ProDetect%E2%84%A2-COVID-19-Antigen-Rapid-Self-Test-Oral-Fluid.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,ProDetect COVID-19 Antigen Rapid Test,prodetect  antigen rapid ,,Medical Innovation Ventures Sdn Bhd. (Mediven),medical innovation ventures sdn bhd mediven,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,ProDetect COVID-19 Antigen Rapid Test (Oral Fluid),prodetect  antigen rapid  oral fluid,,Medical Innovation Ventures Sdn Bhd. (Mediven),medical innovation ventures sdn bhd mediven,,,,,,,,https://mediven.com.my/wp-content/uploads/2021/07/Flyer-PR-CVDCAgO-ProDetect%E2%84%A2-COVID-19-Antigen-Rapid-Test-Oral-Fluid.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Trueline COVID-19 Ag Rapid Test,trueline  ag rapid ,,"Medicon Co., Ltd.",medicon ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Actim SARS CoV-2,actim  ,,Medix Biochemica,medix biochemica,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,FutureCare COVID-19 Ag detection Test kit,futurecare  ag detection  ,,"Medzome Lifesciences
 
 
 Pvt. Ltd., Solan
 
 
 (Himachal Pradesh),
 
 
 India",medzome lifesciences pvt  solan himachal pradesh india,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,MeriScreen COVID-19 Antigen Detection Test,meriscreen  antigen detection ,,Meril Diagnostics Pvt Ltd,meril diagnostics pvt ,,,,,,,,https://www.merillife.com/assets/pdfs/medical-devices/meriscreen-covid-19-antigen-detection-test-1605852155pdf.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Antigen Rapid Test Cassette,  antigen rapid  cassette,,"Merlin Biomedical (Xiamen) Co., Ltd",merlin biomedical xiamen ,,,,,,,,http://www.merlinbio.com.cn/en/uploadfile/file/20201117/20201117105922_97245.docx,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,ImmTek COVID-19 Antigen Rapid Test,immtek  antigen rapid ,,Metas Biomedical Inc.,metas biomedical ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Mexacare COVID-19 & Influenza A+B Ag Combo-Schnelltest,mexacare influenza ab ag combo schnelltest,,Mexacare Diagnostics GmbH,mexacare diagnostics gmbh,,,,,,,,https://mexacare.com/wp-content/uploads/2020/09/02_COVID-19_Diagnostik_AntiGen,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Mexacare COVID-19 Antigen Schnellltest,mexacare  antigen schnellltest,,Mexacare Diagnostics GmbH,mexacare diagnostics gmbh,,,,,,,,https://mexacare.com/wp-content/uploads/2020/09/02_COVID-19_Diagnostik_AntiGen,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,VERI-Q COVID-19 Ag Rapid Test,veri  ag rapid ,,MiCo Biomed Co. Ltd,mico biomed ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Quick Chaser Auto SARS-CoV-2,quick chaser auto  ,,"Mizuho Medy Co., Ltd",mizuho medy ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Quick Chaser SARS-CoV-2 / Flu,quick chaser  flu,,"Mizuho Medy Co., Ltd",mizuho medy ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,"Quick Chaser SARS-CoV-2 / Flu A, B",quick chaser  flu b,,"Mizuho Medy Co., Ltd",mizuho medy ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Antigen Test + prefilled buffer, antigen prefilled buffer,,MoLab GmbH,molab gmbh,,,,,,,,https://cdn.shopify.com/s/files/1/0011/4314/4484/files/03-RapidTesting_Antigen_A5_Manual_66bea2fa-bafd-44c1-bf70-e03b881d0d7f.pdf?v=1617711013,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Mologic COVID-19 Rapid Test,mologic  rapid ,,Mologic Ltd,mologic ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,CoviSelf (PathoCatch) COVID-19 OTC Ag Detection Kit (Home based self test),coviself pathocatch  otc ag detection  home based self ,,Mylab Discovery Solutions Pvt Ltd,mylab discovery solutions pvt ,,,,,,,,https://coviself.com/ifu-manual/eng/CoviSelf-IFU-english.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,PathoCatch COVID-19 Ag Detection Kit,pathocatch  ag detection ,,Mylab Discovery Solutions Pvt Ltd,mylab discovery solutions pvt ,,,,,,,,https://mylabdiscoverysolutions.com/pathocatch/#1600495342246-7a83f4a4-081d8f1e-cbd1,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,NADAL COVID-19 Ag,nadal  ag,,nal von minden GmbH,nal von minden gmbh,,,,,,,,https://www.nadal-test.com/en/antigen,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,StrongStep SARS-CoV-2 Antigen Test,strongstep antigen ,,"Nanjing Liming Bio-Products Co., Ltd",nanjing liming bioproducts ,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351774953202019/anexo/T13814163/nomeArquivo/Instru%C3%A7%C3%B5es%20de%20Uso%20-%20Antigen%20Rapid%20Test.pdf?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Antigen Rapid Test Kit (Latex immunochromatography),  antigen rapid latex immunochromatography,,"Nanjing Weiyun Biotechnology Co., Ltd",nanjing weiyun biotechnology ,,,,,,,,http://www.weiyunbio.com/public/portal/wedo/latexkitdetail/id/57.html,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Fluoro-Check COVID-19 Antigen Test,fluoro check  antigen ,,Nano-Ditech Corporation,nanoditech corporation,,,,,,,,https://www.nanoditech.com/products-Fluoro-Check-TM--COVID-19-Antigen-Test/30,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,FREND COVID-19 Ag,frend  ag,,NanoEntek Inc.,nanoentek ,,,,,,,,http://nanoentek.com/bbs/file_download.php?it_id=1602049801&wr_id=173&bf_no=1,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,FREND COVID-19 Ag + Flu A&B,frend  ag  flu ab,,NanoEntek Inc.,nanoentek ,,,,,,,,http://nanoentek.com/bbs/file_download.php?it_id=1605507753&wr_id=180&bf_no=1,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Rapid Antigen Test Kit,  rapid antigen  ,,"Nantong Egens Biotechnology Co., Ltd",nantong egens biotechnology ,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351366078202097/anexo/A2419493/nomeArquivo/INSTRUCAO-DE-USO-%20-%201%20de%201.PDF?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,ND COVID-19 Ag Test,nd  ag ,,"NDFOS Co., Ltd",ndfos ,,,,,,,,http://www.ndfos.com/kr/sub/business/bio/diagnosis/[EN]%20ND%20Covid-19%20AG.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,NeoCheck - Covid-19 Rapid Antigen Kit for Self Testing,neocheck  rapid antigen  self ing,,NeoDx Biotech Labs,neodx biotech labs,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Kiamgenics Covid 19 Rapid Antigen test kit,kiamgenics  rapid antigen  ,,"New Gene (Hangzhou) Bioengineering Co., Ltd",new gene hangzhou bioengineering ,,,,,,,,,#N/A,#N/A
