,"GF+PATH Unique Antigens (+ GF PCR,AgB tests)",,,Show Duplicate: Enable,,,,,,,,,,,,"Vlookup to Phase column I ""Phase"" in PATH-Antigen only-02/28/22",,,"vlookup to ""CE-markted tests""","ISNUMBER(SEARCH(""US FDA EUA"", R1))","ISNUMBER(SEARCH(""Health Canada/Interim Order"", R1))","ISNUMBER(SEARCH(""WHO EUL"", R1))","ISNUMBER(SEARCH(""PMDA"", R1))","ISNUMBER(SEARCH(""TGA"", R1))",ADP COVID-19 Diagnostics Procurement Resource,PATH Antigen ,,Vlookup to GF Pricing- Column D,INDEX/MATCH to ADP COVID-19 Diagnostics Procurement resource Column T,Vlookup to GF Pricing- Column E,,33,462,146,174,101,
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,584,584,,RIDA QUICK SARS-CoV-2 antigen test,,rida quick antigen,,R-Biopharm AG,rbiopharm ag,Germany,,Germany,Test in development or commercialized,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,
23,x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,585,585,,RightSign™ COVID-19 IgG/IgM Rapid Test Cassette,,rightsign  iggigm rapid  cassette,see IFU,Hangzhou Biotest Biotech Co Ltd (China),hangzhou biotest biotech  china,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,IDN0099,,,Yes
24,x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,586,586,,RightSign™ COVID-19 IgG/IgM Rapid Test Cassette rebranded to CoronaCHEK COVID-19 IgG/IgM Rapid Test Cassette,RightSignCOVID19IgGIgMRapidTestCassetterebrandedtoCoronaCHEKCOVID19IgGIgMRapidTestCassette,rightsign  iggigm rapid  cassette rebranded tocoronachek iggigm rapid  cassette,see IFU,Hangzhou Biotest Biotech Co Ltd (China) distributed by CLIAwaived Inc.,hangzhou biotest biotech  china distributed cliawaived,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,Yes
24,x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,587,587,,RightSign™ COVID-19 IgG/IgM Rapid Test Cassette rebranded to Premier Biotech COVID-19 IgG/IgM Rapid Test Cassette,RightSignCOVID19IgGIgMRapidTestCassetterebrandedtoPremierBiotechCOVID19IgGIgMRapidTestCassette,rightsign  iggigm rapid  cassette rebranded topremier biotech  iggigm rapid  cassette,see IFU,Hangzhou Biotest Biotech Co Ltd (China) distributed by Premier Biotech Inc.,hangzhou biotest biotech  china distributed premier biotech,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,Yes
22,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,588,588,,Romed Coronavirus Ag Rapid Test Cassette (Swab),RomedCoronavirusAgRapidTestCassetteSwab,romed coronavirus ag rapid  cassette swab,,Romed-Holland – Van Oostveen Medical B.V.,romedholland  van oostveen medical bv,The Netherlands,,The Netherlands,Test that meet WHO TPP according to external evaluation,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,
26,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,589,589,NAT-01,RT-PCR IVD MEDICAL DEVICE FOR 2019 NOVEL CORONAVIRUS (SARS-COV- 2) NUCLEIC ACID DETECTION,RTPCRIVDMEDICALDEVICEFOR2019NOVELCORONAVIRUSSARSCOV2NUCLEICACIDDETECTION,rt ivd medical device 2019 novel coronavirus  2 nucleic acid detection,see IFU,HA TECH PTY LTD,ha tech pty,,,,,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,Yes
20,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,590,590,,S1 COVID-19 Rapid Antigen Test,,s1  rapid antigen,,"SensingSelf, Pte, Ltd",sensingself,Singapore,,Singapore,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,
20,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,591,591,,S4 - Multiplex Rapid Antigen Test - COVID-19/MERS/Influenza A/Influenza B,,s4 multiplex rapid antigen  mersinfluenza ainfluenza b,,"SensingSelf, Pte, Ltd",sensingself,Singapore,,Singapore,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,
22,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,592,592,,SAIC-19 Ag Kit,SAIC19AgKit,saic 19 ag,,"Sri Sathya Sai Institute of Higher Learning, Anantpur (Andhra Pradesh), India",sri sathya sai institute of higher learning anantpur andhra pradesh india,India,,India,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,
21,x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,593,593,,Salocor COVID-19 Antigen Rapid Test Cassette,,salocor  antigen rapid  cassette,,Salofa Oy,salofa oy,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,Yes
25,x,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,594,594,,Sampinute COVID-19 Antigen MIA,SampinuteCOVID19AntigenMIA,sampinute  antigen mia,,"BBB Inc. (distributed by Celltrion USA, Inc.)",bbb  distributed celltrion usa,Republic of Korea,,Republic of Korea,Test approved by one or more SRA,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,IND0136,,,,Yes
23,x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,595,595,,SARS Coronavirus Antigen Kit Rapiim SARS-CoV-2-N PRT- C2N01A,SARSCoronavirusAntigenKitRapiimSARSCoV2NPRTC2N01A,coronavirus antigen  rapiim n prt  c2n01a,,Canon Medical Systems Corporation,canon medical systems corporation,,,,,PMDA,,,FALSE,FALSE,FALSE,TRUE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,Yes
22,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,596,596,,SARS Coronavirus Antigen Kit Rapiim SARS-CoV-2-N PRT-C2N01A,SARSCoronavirusAntigenKitRapiimSARSCoV2NPRTC2N01A,coronavirus antigen  rapiim n prt c2n01a,,Canon Medical Sciences Corporation,canon medical sciences corporation,Japan,,Japan,Test approved by one or more SRA,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,
22,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,597,597,,SARS-CoV-2 (2019-nCoV) Nucleoprotein Protein ELISA Kit,SARSCoV22019nCoVNucleoproteinProteinELISAKit,2019 nucleoprotein protein elisa,,Creative Biolabs,creative biolabs,Germany,,Germany,Test in development or commercialized,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,
20,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,598,598,,SARS-CoV-2 / Influenza A&B Antigen Rapid Test,,influenza ab antigen rapid,,"Joinstar Biomedical Technology Co., Ltd",joinstar biomedical technology,China,,China,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,
20,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,599,599,,SARS-CoV-2 & Flu A+B Antigen Combo Rapid Test Cassette (Swab),,flu ab antigen combo rapid  cassette swab,,"Hangzhou AllTest Biotech Co., Ltd",hangzhou alltest biotech,China,,China,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,
20,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,600,600,,SARS-CoV-2 & Influenza A/B Antigen Combo Test Kit (Colloidal Gold),,influenza ab antigen combo colloidal gold,,"Shenzhen Microprofit Biotech Co., Ltd",shenzhen microprofit biotech,China,,China,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,
20,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,601,601,,SARS-CoV-2 Ag InviTest,,ag invitest,,IN VITRO DIAGNOSTICA LTDA - BRAZIL,in vitro diagnostica  brazil,Brazil,,Brazil,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,
22,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,602,602,,SARS-CoV-2 Ag LF,SARSCoV2AgLF,ag lf,,ADVAGEN BIOTECH LTDA - BRAZIL,advagen biotech  brazil,Brazil,,Brazil,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,
22,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,603,603,,SARS-CoV-2 and FluA+FluB Antigen Test Kit,SARSCoV2andFluA+FluBAntigenTestKit,and fluaflub antigen,,Genrui Biotech Inc.,genrui biotech,China,,China,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,
25,x,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,604,604,W195,SARS-CoV-2 Antibody Test (Lateral Flow Method),SARSCoV2AntibodyTestLateralFlowMethod,antibody  lateral flow method,see IFU,Guangzhou Wondfo Biotech Co Ltd (China),guangzhou wondfo biotech  china,,,,,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,Yes
22,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,605,605,,SARS-CoV-2 Antigen & Influenza A/B Rapid Test Kit,SARSCoV2Antigen&InfluenzaABRapidTestKit,antigen  influenza ab rapid,,Labnovation Technologies Inc.,labnovation technologies,China,,China,Test in development or commercialized,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,606,606,,SARS-CoV-2 Antigen assay kit (Colloidal Gold Method),,antigen assay  colloidal gold method,,"BIOHIT HealthCare (Hefei) Co., Ltd",biohit healthcare hefei,China,,China,Test approved by one or more SRA,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,IND0145,,,,
20,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,607,607,,SARS-CoV-2 Antigen Detection Rapid Lateral Flow Test (colloidal gold-based),,antigen detection rapid lateral flow  colloidal gold based,,AIVD Biotech Inc.,aivd biotech,China,,China,Test in development or commercialized,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,
20,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,608,608,,SARS-CoV-2 Antigen Detection Rapid Lateral Flow Test (latex bead-based lateral flow),,antigen detection rapid lateral flow  latex bead based lateral flow,,AIVD Biotech Inc.,aivd biotech,China,,China,Test in development or commercialized,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,
20,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,609,609,,SARS-CoV-2 Antigen ELISA,,antigen elisa,,EUROIMMUN AG,euroimmun ag,Germany,,Germany,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,
20,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,610,610,,SARS-CoV-2 Antigen FIA,,antigen fia,,"Acon Biotech (Hangzhou) Co., Ltd",acon biotech hangzhou,China,,China,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,
20,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,611,611,,SARS-CoV-2 Antigen Kit (Colloidal Gold),,antigen  colloidal gold,,Goldsite Diagnostics Inc.,goldsite diagnostics,China,,China,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,
20,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,612,612,,SARS-CoV-2 Antigen Lateral Flow Assay,,antigen lateral flow assay,,"Koch Biotechnology (Beijing) Co., Ltd",koch biotechnology beijing,China,,China,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,
20,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,613,613,,SARS-CoV-2 Antigen Rapid Test,,antigen rapid,,Pishtaz Teb Diagnostics,pishtaz teb diagnostics,Iran,,Iran,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,
25,x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,614,614,,SARS-CoV-2 Antigen Rapid Test (Colloidal Gold Method),SARSCoV2AntigenRapidTestColloidalGoldMethod,antigen rapid  colloidal gold method,,BIOHIT HealthCare (Hefei) Co Ltd (China),biohit healthcare hefei  china,,,,,TGA,,CE-IVD,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,IDN0004,ZAF0230,,Yes
22,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,615,615,,SARS-CoV-2 Antigen Rapid Test Cassette,SARSCoV2AntigenRapidTestCassette,antigen rapid  cassette,,"Merlin Biomedical (Xiamen) Co., Ltd",merlin biomedical xiamen,China,,China,Test approved by one or more regulatory bodies,,,CE-IVD,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,616,616,,SARS-Cov-2 Antigen Rapid Test Cassette (Swab),,antigen rapid  cassette swab,,Spring Healthcare Services AG,spring healthcare services ag,Switzerland,,Switzerland,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,
22,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,617,617,,SARS-CoV-2 Antigen Rapid Test Cassette for Self-Testing (CE1434 OTC) (Nasal Swab),SARSCoV2AntigenRapidTestCassetteforSelfTestingCE1434OTCNasalSwab,antigen rapid  cassette self ing ce1434 otc nasal swab,,"Hangzhou AllTest Biotech Co., Ltd",hangzhou alltest biotech,China,,China,Test in development or commercialized,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,
22,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,618,618,,SARS-CoV-2 Antigen Rapid Test Kit,SARSCoV2AntigenRapidTestKit,antigen rapid,,Labnovation Technologies Inc.,labnovation technologies,China,,China,Test approved by one or more regulatory bodies,,,CE-IVD,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,619,619,,SARS-CoV-2 Antigen Rapid Test Kit (Colloidal Gold Immunochromatography),,antigen rapid colloidal gold immunochromatography,,"Lepu Medical Technology (Beijing) Co., Ltd.",lepu medical technology beijing,China,,China,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,ZAF0217,,
21,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,620,620,,SARS-CoV-2 Antigen Rapid Test Kit (Colloidal Gold),,antigen rapid colloidal gold,,Genesprint Group Ltd,genesprint group,China,,China,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,
23,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,621,621,,SARS-CoV-2 Antigen Rapid Test Kit (Fluorescence Immunochromatography),SARSCoV2AntigenRapidTestKitFluorescenceImmunochromatography,antigen rapid fluorescence immunochromatography,,"BIOHIT HealthCare (Hefei) Co., Ltd",biohit healthcare hefei,China,,China,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,IDN0013,,,
22,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,622,622,,SARS-CoV-2 Antigen Rapid Test Kit (Latex immunochromatography),SARSCoV2AntigenRapidTestKitLateximmunochromatography,antigen rapid latex immunochromatography,,"Nanjing Weiyun Biotechnology Co., Ltd",nanjing weiyun biotechnology,China,,China,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,
20,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,623,623,,SARS-CoV-2 Antigen Rapid Test with LF Reader (Nasopharyngeal swab/Nasal Swab),,antigen rapid  with lf reader nasopharyngeal swabnasal swab,,"Hangzhou AllTest Biotech Co., Ltd",hangzhou alltest biotech,China,,China,Test in development or commercialized,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,
20,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,624,624,,SARS-CoV-2 Antigen Test Cassette,,antigen  cassette,,"Jiangsu Mole Bioscience Co., Ltd",jiangsu mole bioscience,China,,China,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,
23,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,625,625,,SARS-CoV-2 Antigen Test Kit (Colloidal Gold),SARSCoV2AntigenTestKitColloidalGold,antigen colloidal gold,,Genrui Biotech Inc.,genrui biotech,China,,China,Test approved by one or more regulatory bodies,,,CE-IVD,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,IDN0002,,,
22,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,626,626,,SARS-CoV-2 Antigen Test Kit (Fluorescence Immunoassay),SARSCoV2AntigenTestKitFluorescenceImmunoassay,antigen fluorescence immunoassay,,"Shenzhen Microprofit Biotech Co., Ltd",shenzhen microprofit biotech,China,,China,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,
23,x,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,627,627,,SARS-CoV-2 antigen Test Kit (LFIA),,antigen lfia,,Jiangsu Medomics medical technology Co Ltd (China),jiangsu medomics medical technology  china,,,,,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,IDN0011,ZAF0237,,Yes
21,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,628,628,,SARS-CoV-2 DETECTR Reagent Kit,,detectrreagent,,"Mammoth Biosciences, Inc.",mammoth biosciences,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,Yes
25,x,,SARS-CoV-2 Nucleic Acid Amplification Technologies,629,629,BUSGN7101109,SARS-CoV-2 Fluorescent PCR Kit,SARSCoV2FluorescentPCRKit,fluorescent 101,32T/kit,Maccura Biotechnology (USA) LLC,maccura biotechnology usa,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,Yes
