,index,paproduct detailno,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name,Top P Match Score,Top P Match UIDs,Matching P Tags,Top P Score Reports,Top M Match Score,Top M Match UIDs,Matching M Tags,Top M Score Reports,Top Agg Match (P*M),Top Agg Match UIDs
455,455,13212,21-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",DIAGNOSTICS SYSTEMS,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,MESLO LTD,,Cyprus,1305.89,0.0,USD,0.0,,0.0,,2.0,KG,REAL TIME PCR PRIMER DESIGN SNPSIG ESCAPEPLEX SARC COVID2 KIT 96 REACTION 02 KITS EXP DATE.062022 NO.R00152,0.0,,,,,,KPAF,,BABA IMPEX,,0.0,,,,,,,,,,,456,Pakistan Trade Atlas All 2021 HS 382200.csv,3,96 | 296 | 457 | 241 | 651 | 1057,"pcr,real,time | pcr,real,time | pcr,real,time | pcr,real,time | pcr,real,time | pcr,real,time","{'pcr,real,time': '1ea'} | {'pcr,real,time': '1ea'} | {'pcr,real,time': '1ea'} | {'pcr,real,time': '1ea'} | {'pcr,real,time': '1ea'} | {'pcr,real,time': '1ea'}",0.0,,,,0.0,
456,456,13214,21-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",AYYAN MOLECULAR PRODUCTS,"ADDRESS: 14-C FIRST FLOOR, CHAUBURJI CENTER, MULTAN ROAD. LAHORE, PAKISTAN.",PK - Pakistan,.,.,.,.,AHRAM BIOSYSTEMS INC,,South Korea,48930.0,0.0,USD,0.0,,0.0,,35.0,KG,DIAGNOSTIC REAGENT SARS COVID2 PCR   EXTRACTION KIT AS PER INVOICE,0.0,,,,,,LPAF,,,,0.0,,,,,,,,,,,457,Pakistan Trade Atlas All 2021 HS 382200.csv,5,917 | 950,"reagent,diagnostic | reagent,diagnostic","{'reagent': 4, 'diagnostic': '1ea'} | {'reagent': 4, 'diagnostic': '1ea'}",0.5,328 | 701,biosystems | biosystems, | ,0.0,
457,457,13259,20-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOORA PHARMA,"G-143, Defence View, Phase-II, Shaheed-e-Millat Expressway,",PK - Karachi,+92 2135388251,+92 2135388249,info@hoorapharma.com,www.hoorapharma.com,3D BIOMEDICINE SCIENCE & TECHNOLOGY CO LIMITED,,China,60.0,0.0,USD,0.0,,0.0,,600.0,KG,"ITEMS SERIAL NO.1,2 ANDIS FAST SARSCOV2 RTQPCR DETECTION KIT,SAMPLE TRANSPORT MEDIUM",0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,458,Pakistan Trade Atlas All 2021 HS 382200.csv,5,453,"detection,fast","{'fast': 4, 'detection': 1, '': '1ea'}",5.0,16 | 958 | 959,"biomedicine,science,technology,3d,co | biomedicine,science,technology,3d,co | biomedicine,science,technology,3d,co", |  | ,10.0,958
458,458,13324,20-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,SHENZHEN LIFOTRONIC TECHNOLOGY,,China,98743.26,0.0,USD,0.0,,0.0,,4060.0,KG,DIAGNOSTICS REAGENTS SARS COV2 ANTIGEN GICA 25TESTKIT QTY4060 KITS,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,459,Pakistan Trade Atlas All 2021 HS 382200.csv,5,700 | 806,"diagnostics,antigen | gica,antigen","{'antigen': 4, 'diagnostics': '1ea'} | {'antigen': 4, 'gica': '1ea'}",0.5714285714285714,435,"shenzhen,technology",,2.0,384 | 819
459,459,13395,20-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,2522.65,0.0,USD,0.0,,0.0,,5.0,KG,ALINITY SARDCOVID2 IGG  200T OUSECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,460,Pakistan Trade Atlas All 2021 HS 382200.csv,4,768 | 767 | 771 | 770 | 1204 | 1197 | 1213 | 910 | 1084 | 1039 | 785 | 900 | 1214 | 1200 | 1075 | 780 | 1172 | 1189 | 1210 | 1203 | 1201 | 1077 | 395 | 1196 | 1191 | 1202 | 1193 | 895 | 1195 | 1212 | 907 | 1181 | 1177 | 1208 | 1198 | 1209 | 1207 | 1206 | 1080 | 775 | 665 | 664 | 714 | 1194 | 1199 | 1192 | 1190 | 1178 | 1176 | 1188,igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg | igg,"{'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'} | {'igg': 4, '': '1ea'}",1.8,484,"diagnostics,abbott,gmbh",,2.0,768 | 767 | 771 | 770
460,460,13426,20-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HI TECH SCIENTIFIC INTERNATIONAL,"AL, F833/11-B, F BLOCK HOLY FAMILY HOSPITAL SATELLITE TOWN, RAWALPINDI PAKISTAN",PK - Pakistan,.,.,.,.,ACON BIOTECH HANGZHOU CO LTD,,United States,2400.01,0.0,USD,0.0,,0.0,,51.0,KG,1. SARSCOV2ANTIGEN RAPID TEST ICT  REF  L03111815  LOT  COV1050086  EXPIR DATE 14052023. QTY  3000 TESTEACH 25TEST PER BOX  BRAND FLOWFLEX  ORIGIN CHINA  WEIGHT 51 KGS.,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,461,Pakistan Trade Atlas All 2021 HS 382200.csv,24,282 | 1038,"flowflex,rapid | flowflex,rapid","{'flowflex': 20, 'rapid': 4, '': '1ea'} | {'flowflex': 20, 'rapid': 4, '': '1ea'}",3.0,610 | 282 | 805,"biotech,hangzhou,acon | biotech,hangzhou,acon | biotech,hangzhou,acon", |  | ,72.0,282
461,461,13562,20-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,3790.5,0.0,USD,0.0,,0.0,,75.0,KG,ARC SARSCOV2 IGM 100T OUSECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,462,Pakistan Trade Atlas All 2021 HS 382200.csv,4,769 | 772 | 1083 | 1039 | 1186 | 786 | 900 | 1076 | 779 | 1172 | 1078 | 907 | 1089 | 1176,igm | igm | igm | igm | igm | igm | igm | igm | igm | igm | igm | igm | igm | igm,"{'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'} | {'igm': 4, '': '1ea'}",1.8,484,"diagnostics,abbott,gmbh",,2.0,769 | 772
462,462,13664,17-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",DIA SCIENT INTERNATIONAL,NEW CIVIL LINE FAISLABAD PAKISTAN,PK - Pakistan,.,.,.,.,LABNOVATION TECHNOLOGIES INC,,China,504.0,0.0,USD,0.0,,0.0,,36.0,KG,ICT SARSCOV2 ANTIGEN RAPID TEST KIT. LOT NO 20210720  EXP DATE 19012023. QTY  200 KIT. ORIGIN CHINA. GROSS WEIGHT 36 KGS.,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,463,Pakistan Trade Atlas All 2021 HS 382200.csv,8,488 | 486 | 282 | 1038 | 836 | 175 | 860 | 828 | 210 | 31 | 607 | 608 | 279 | 37 | 1220 | 829 | 439 | 52 | 184 | 443 | 9 | 455 | 371 | 372 | 10 | 719 | 720 | 751 | 752 | 621 | 614 | 125 | 97 | 104 | 552 | 554 | 700 | 107 | 114 | 732 | 505 | 273 | 171 | 139 | 620 | 220 | 310 | 800 | 180 | 181 | 182 | 617 | 176 | 177 | 178 | 623 | 151 | 599 | 221 | 179 | 183 | 130 | 206 | 572 | 832 | 454 | 452 | 209 | 550 | 731 | 134 | 346 | 8 | 1127 | 339 | 347 | 348 | 845 | 857 | 173 | 174 | 598 | 145 | 370 | 605 | 618 | 1053 | 384 | 377 | 619 | 635 | 128 | 228 | 413 | 170 | 511 | 512 | 509 | 510 | 615 | 334 | 1098 | 558 | 622 | 648 | 432 | 1135 | 373 | 445 | 1245 | 1114 | 745 | 1217 | 345 | 613 | 882 | 866 | 892 | 871 | 870 | 888 | 884 | 873 | 876 | 887 | 875 | 819 | 1243 | 581 | 643 | 647 | 123 | 479 | 593 | 668 | 686 | 649 | 642 | 810 | 812 | 644 | 645 | 646 | 1074 | 351 | 1144 | 590 | 591 | 659 | 185 | 162 | 172 | 223 | 314 | 126 | 616 | 1146 | 355 | 7 | 699 | 284 | 746 | 1233 | 278 | 658 | 755 | 186 | 559 | 654 | 801 | 574 | 1147 | 230 | 827 | 831 | 376 | 260 | 813,"rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen","{'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'}",2.0,605 | 618,"labnovation,technologies | labnovation,technologies", | ,16.0,605 | 618
463,463,13668,17-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SCIENTIFIC SUPPLIES (PVT) LTD.,"57-A, Block-2, PECHS,",PK - Karachi,+92 2134555617,+92 2134557446,sskhi@cyber.net.pk,www.scientific supplies.com,3D BIOMEDICINE SCIENCE & TECHNOLOGY CO LTD,,China,50.0,0.0,USD,0.0,,0.0,,400.0,KG,ANDIS FAST SARSCOV2 RTQPCR DETECTION KIT 100 TEST KIT TOTAL TEST 400 KITS04,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,464,Pakistan Trade Atlas All 2021 HS 382200.csv,5,453,"detection,fast","{'fast': 4, 'detection': 1, '': '1ea'}",5.0,16 | 958 | 959,"biomedicine,science,technology,3d,co | biomedicine,science,technology,3d,co | biomedicine,science,technology,3d,co", |  | ,10.0,958
464,464,13674,17-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",CONCEPT PHARMA,LAHORE PAKISTAN,PK - Pakistan,.,.,.,.,SWIFT BIOAGENCIES INC,,United States,251.0,0.0,USD,0.0,,0.0,,23.0,KG,SAMPLE LABORATORY REAGENTS SNAP Core Kit  SARSCoV2 Additional Genome   SNAP Unique Dual Indexing Primer Plate,0.0,,,,,,LPAF,,M.B.M AGENTS,,0.0,,,,,,,,,,,465,Pakistan Trade Atlas All 2021 HS 382200.csv,1,460 | 459 | 1011 | 66 | 997 | 918 | 1339 | 173 | 1370 | 936,sample | sample | primer | reagents | plate | reagents | dual | sample | genome | reagents,{'sample': '1ea'} | {'sample': '1ea'} | {'primer': '1ea'} | {'reagents': '1ea'} | {'plate': '1ea'} | {'reagents': '1ea'} | {'dual': '1ea'} | {'sample': '1ea'} | {'genome': '1ea'} | {'reagents': '1ea'},0.0,,,,0.0,
