paproduct detailno,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name
18425,24-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOORA PHARMA,"G-143, Defence View, Phase-II, Shaheed-e-Millat Expressway,",PK - Karachi,+92 2135388251,+92 2135388249,info@hoorapharma.com,www.hoorapharma.com,GENRUI BIOTECH INC,,China,144000.0,0.0,USD,0.0,,0.0,,5000.0,KG,"NUCLEIC ACID EXTRATCTION KIT 48TKIT,INCLUDING 6 STRIPS 8SET MAGNETIC ROD COVER",0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,18425,Pakistan Trade Atlas All 2021 HS 382200.csv
18508,23-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",GLOBAL HEALTH CARE,"102 FIRST FLOOR, PLOT NO. 3C, STREET NO. 5, BADARCOMMERCIAL D.H.A. PHASE - V, EXT. KARAC",PK - Pakistan,.,.,.,.,VI SOLE FZC,,South Korea,522.0,0.0,USD,0.0,,0.0,,10.0,KG,COVID19 Ab QUANTATIVE TEST OF SARSCOV2 NEUTRALIZING AB IN HUMAN BLOODSERIUMPLASMA  LOT NOWHRCC65 EXP0212022 25 TEST PER KIT QTY01 KIT      REST OF THE ITEMS QUNATITYDES,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,18508,Pakistan Trade Atlas All 2021 HS 382200.csv
18510,23-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ALLIED BUSINESS SYSTEM,RAWALPINDI,PK - Pakistan,.,.,.,.,"GETEIN BIOTECH,INC.",,China,337.5,0.0,USD,0.0,,0.0,,9.2,KG,COVID19 PRODUCTSOne Step Test for Novel Coronavirus2019nCoV IgMIgG antibody Colloidal Gold    COVID19 PRODUCTSOne Step Test for SARSCoV2AntigenColloidal Gold,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,18510,Pakistan Trade Atlas All 2021 HS 382200.csv
18511,23-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",JB SCIENTIFIC,,PK - Pakistan,.,.,.,.,NOVATEC IMMUNDIAGNOSTICA GMBH,,Singapore,2460.38,0.0,USD,0.0,,0.0,,5.0,KG,GSD NOVA TYPE II SARSCOV2RTPCR96 WELLS QTY5.00 KIT,0.0,,,,,,KPFI,,THAHEEM BROTHERS,,0.0,,,,,,,,,,,18511,Pakistan Trade Atlas All 2021 HS 382200.csv
18550,22-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOORA PHARMA,"G-143, Defence View, Phase-II, Shaheed-e-Millat Expressway,",PK - Karachi,+92 2135388251,+92 2135388249,info@hoorapharma.com,www.hoorapharma.com,SIEMENS HEALTHCARE DIAGNOSTICS PRODUCTS GMBH,,Germany,1600.0,0.0,USD,0.0,,0.0,,5.0,KG,ITEMS SERIAL NO.116 CENTAUR COV2T 100T,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,18550,Pakistan Trade Atlas All 2021 HS 382200.csv
18560,22-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS CORP,,United States,519200.0,0.0,USD,0.0,,0.0,,100.0,KG,KIT COBAS 68008800 SARSCOV2 480T QTY 100 PCS BATCH NO H12266 MFG DT 9.5.21 EXP DT 31.3.22,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18560,Pakistan Trade Atlas All 2021 HS 382200.csv
18591,22-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS CORP,,United States,8391.38,0.0,USD,0.0,,0.0,,47.0,KG,KIT COBAS 68008800 SARSCOV2 RMC QTY 47 PCS BATCH NO H00547 MFG DT 5.3.21 EXP DT 31.3.22,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18591,Pakistan Trade Atlas All 2021 HS 382200.csv
18595,22-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS CORP,,United States,106450.0,0.0,USD,0.0,,0.0,,50.0,KG,KIT COBAS 68008800 SARSCOV2 192T QTY 50 PCS BATCH NO H12266 MFG DT 7.5.21 EXP DT 31.3.22,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18595,Pakistan Trade Atlas All 2021 HS 382200.csv
18605,22-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MIAN SCIENTIFIC CORPORATION (PVT) LTD,"54-UPPER FLOOR CHABURJI CENTER MULTAN ROAD,LAHORE",PK - Pakistan,.,.,.,.,SHENZHEN RUI UI INTERNATIONAL TRANSPORT AGENT,,China,162.0,0.0,USD,0.0,,0.0,,36.0,KG,COVID 19 ICT RAPID TEST  120KITS,0.0,,,,,,KPAF,,"SINDH GREEN ENTERPRISES,",,0.0,,,,,,,,,,,18605,Pakistan Trade Atlas All 2021 HS 382200.csv
18675,21-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS CORP,,United States,8391.38,0.0,USD,0.0,,0.0,,47.0,KG,KIT COBAS 68008800 SARSCOV2 RMC QTY 47 PCS BATCH NO H04243 MFG DT 15.3.21 EXP DT 28.2.22 EXEMPTION OF SRO 1251  1257 AND 1241 S.NO. 10,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18675,Pakistan Trade Atlas All 2021 HS 382200.csv
18682,21-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,192.4,0.0,USD,0.0,,0.0,,10.0,KG,ANTI SARS COV 2 PC ELECSYS QTY 10 PCS BATCH NO 54863401 MFG DT 6421 EXP DT 301121,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18682,Pakistan Trade Atlas All 2021 HS 382200.csv
18698,21-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS KOREA INC,,South Korea,478750.0,0.0,USD,0.0,,0.0,,5000.0,KG,PANBIO COVID19 AG RAPID T DEVICE 25T NP41FK10,0.0,,,,,,KPFI,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,18698,Pakistan Trade Atlas All 2021 HS 382200.csv
18733,21-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS CORP,,United Kingdom,415360.0,0.0,USD,0.0,,0.0,,80.0,KG,KIT COBAS 68008800 SARSCOV2 480T QTY 80 PCS BATCH NO H00366 MFG DT 9.2.21 EXP DT 31.12.21 EXEMPTION OF SRO 1251  1257 AND 1241 S.NO. 10,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18733,Pakistan Trade Atlas All 2021 HS 382200.csv
18738,21-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,107.22,0.0,USD,0.0,,0.0,,3.0,KG,ANTISARSCOV2 PC ELECSYS QTY 3 PCS BATCH NO 55612801 MFG DT 4.5.21 EXP DT 31.8.21,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18738,Pakistan Trade Atlas All 2021 HS 382200.csv
18750,21-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS CORP,,United States,181720.0,0.0,USD,0.0,,0.0,,35.0,KG,KIT COBAS 68008800 SARSCOV2 480T QTY 35 PCS BATCH NO H04507 MFG DT 9.2.21 EXP DT 31.12.21 EXEMPTION OF SRO 1251  1257 AND 1241 S.NO. 10,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18750,Pakistan Trade Atlas All 2021 HS 382200.csv
18774,21-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,19.24,0.0,USD,0.0,,0.0,,1.0,KG,ANTISARSCOV2  S PC ELECSYS QTY 1 PCS BATCH NO 55612801 MFG DT 4.5.21 EXP DT 31.8.21,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18774,Pakistan Trade Atlas All 2021 HS 382200.csv
18778,21-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,147.8,0.0,USD,0.0,,0.0,,5.0,KG,ANTI SARS COV2 CS ELECSYS QTY 5 PCS BATCH NO 51336001 MFG DT 211020 EXP DT 30921,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18778,Pakistan Trade Atlas All 2021 HS 382200.csv
18791,21-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,88.68,0.0,USD,0.0,,0.0,,3.0,KG,ANTISARSCOV2 S CS ELECSYS QTY 3 PCS BATCH NO 51336001 MFG DT 21.10.20 EXP DT 30.9.21,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18791,Pakistan Trade Atlas All 2021 HS 382200.csv
18802,21-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,1520.14,0.0,USD,0.0,,0.0,,2.0,KG,ANTISARSCOV2 S ELECSYS COBAS E 200 QTY 2 PCS BATCH NO 54861701 MFG DT 14.4.21 EXP DT 31.12.21,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18802,Pakistan Trade Atlas All 2021 HS 382200.csv
18806,21-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,29.56,0.0,USD,0.0,,0.0,,1.0,KG,ANTISARSCOV2 PC ELECSYS QTY 1 PCS BATCH NO 55612801 MFG DT 4.5.21 EXP DT 31.8.21,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18806,Pakistan Trade Atlas All 2021 HS 382200.csv
18812,21-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS CORP,,United States,124.84,0.0,USD,0.0,,0.0,,4.0,KG,BMK SPEC STAINS LIQUID COVERSLIP BATCH NO. H05040 MFG DT 25052021 EXP DT 24052022 QTY4 PCS,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18812,Pakistan Trade Atlas All 2021 HS 382200.csv
18816,21-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,57.72,0.0,USD,0.0,,0.0,,3.0,KG,ANTISARSCOV2 PC ELECSYS QTY 3 PCS BATCH NO 55612801 MFG DT 6.4.21 EXP DT 30.11.21,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18816,Pakistan Trade Atlas All 2021 HS 382200.csv
18829,21-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EURONANO DIAGNOSTICS (PRIVATE) LIMITED,,PK - Pakistan,.,.,.,.,,,Turkey,235800.0,0.0,USD,0.0,,0.0,,900.0,KG,BOSPHORE NOVEL CORONAVIRUS 2019NCOV DETECTION KIT V4 100RXNBOX QTY 900 BOX,0.0,,,,,,KPAF,,PRMIER SERVICES INTERNATIONAL,,0.0,,,,,,,,,,,18829,Pakistan Trade Atlas All 2021 HS 382200.csv
18841,21-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MERITORIOUS BUSINESS SOLUTIONS PVT LTD.,COLLEGE ROAD SAFARI VILLAS-1 RAWALPINDI PAKISTAN,PK - Pakistan,.,.,.,.,ACCUBIOTECH CO LTD,,China,925.6,0.0,USD,0.0,,0.0,,71.2,KG,COVID19 IGGIGM WHOLE BLOODSERUMPLASMAICT TESTING CASSETT 25 BRAND ACCUTELL QTY 300 BOXES LOT2021050601 EXP 05.05.2023  REF NO.ABTIDTB352 ORIGIN CHINA NET WEIGHT 71.2,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,18841,Pakistan Trade Atlas All 2021 HS 382200.csv
18860,21-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,38003.5,0.0,USD,0.0,,0.0,,50.0,KG,ANTI SARS COV2 S ELECSYS COBAS E 200 QTY 50 PCS BATCH NO 54861701 MFG DT 14421 EXP DT 311221,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18860,Pakistan Trade Atlas All 2021 HS 382200.csv
18897,21-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,11846.6,0.0,USD,0.0,,0.0,,20.0,KG,DIAGNOSTICS REAGNETSARTUS HCV RG RTPCR KT 96 CE QTY 20 PCS,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18897,Pakistan Trade Atlas All 2021 HS 382200.csv
18910,21-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS CORP,,United States,7498.68,0.0,USD,0.0,,0.0,,42.0,KG,KIT COBAS 68008800 SARSCOV2 RMC QTY 42 PCS BATCH NO H04243 MFG DT 15.3.21 EXP DT 28.2.22 EXEMPTION OF SRO 1251  1257 AND 1241 S.NO. 10,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18910,Pakistan Trade Atlas All 2021 HS 382200.csv
18931,21-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS CORP,,United States,127740.0,0.0,USD,0.0,,0.0,,60.0,KG,KIT COBAS 68008800 SARSCOV2 192T QTY 60 PCS BATCH NO H12266 MFG DT 7.5.21 EXP DT 31.3.22 EXEMPTION OF SRO 1251  1257 AND 1241 S.NO. 10,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18931,Pakistan Trade Atlas All 2021 HS 382200.csv
18946,21-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS CORP,,United States,7320.14,0.0,USD,0.0,,0.0,,41.0,KG,KIT COBAS 68008800 SARSCOV2 RMC QTY 41 PCS BATCH NO H04243 MFG DT 15.3.21 EXP DT 28.2.22 EXEMPTION OF SRO 1251  1257 AND 1241 S.NO. 10,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18946,Pakistan Trade Atlas All 2021 HS 382200.csv
18956,21-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS CORP,,United States,123482.0,0.0,USD,0.0,,0.0,,58.0,KG,KIT COBAS 68008800 SARSCOV2 192T QTY 58 PCS BATCH NO H12266 MFG DT 7.5.21 EXP DT 31.3.22 EXEMPTION OF SRO 1251  1257 AND 1241 S.NO. 10,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,18956,Pakistan Trade Atlas All 2021 HS 382200.csv
19013,18-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,112.6,0.0,USD,0.0,,0.0,,1.0,KG,ARC SARSCOVID2 CTL OUSCONTROLS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,19013,Pakistan Trade Atlas All 2021 HS 382200.csv
19106,18-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,10090.6,0.0,USD,0.0,,0.0,,20.0,KG,ALINITY SARSCOV2 IGG 200T OUSECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,19106,Pakistan Trade Atlas All 2021 HS 382200.csv
19302,18-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,55.69,0.0,USD,0.0,,0.0,,1.0,KG,ARC SARSCOVID2 CAL OUSSTANDARD OR CALIBRATOR,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,19302,Pakistan Trade Atlas All 2021 HS 382200.csv
19330,18-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOSPITAL SUPPLY CORPORATION,"2, Darul Aman Housing Society, Opp Duty Free Shop, Shahra-E-Faisal,",PK - Karachi,+92 2134545570,+92 2134547493,hsc@hsc.com.pk,www.hsc.com.pk,SHENZHEN LIFOTRONIC TECHNOLOGY CO.LTD,,China,115.52,0.0,USD,0.0,,0.0,,0.65,KG,SARSCOVNEUTRALIZING ANTIBODY LATERAL FLOW IMMUNOASSAY  TOTAL QTY 02 UNITS  N.W 0.65 KG,0.0,,,,,,KPAF,,M/S. FOOD & RAW MATERIAL COMPANY,,0.0,,,,,,,,,,,19330,Pakistan Trade Atlas All 2021 HS 382200.csv
19352,18-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOSPITAL SUPPLY CORPORATION,"2, Darul Aman Housing Society, Opp Duty Free Shop, Shahra-E-Faisal,",PK - Karachi,+92 2134545570,+92 2134547493,hsc@hsc.com.pk,www.hsc.com.pk,SHENZHEN LIFOTRONIC TECHNOLOGY CO.LTD,,China,1492.45,0.0,USD,0.0,,0.0,,5.6,KG,SELF TEST SARS COV 2 RAPID ANTIGEN TEST KIT TOTAL QTY 200 UNITS  N.W 5.60 KGFOC SAMPLE VALUE FOR CUSTOM PURPOSE ONLY,0.0,,,,,,KPAF,,M/S. FOOD & RAW MATERIAL COMPANY,,0.0,,,,,,,,,,,19352,Pakistan Trade Atlas All 2021 HS 382200.csv
19393,17-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",DIA SCIENT INTERNATIONAL,NEW CIVIL LINE FAISLABAD PAKISTAN,PK - Pakistan,.,.,.,.,ACON BIOTECH HANGZHOU CO LTD,,China,40.0,0.0,USD,0.0,,0.0,,1.0,KG,. 4 SARSCOV2RTPCR TEST KIT. LOT NO SSC0120002. EPX DATE 13122021. QTY  05 KITS NET WEIGHT COVID KIT 01 KG,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,19393,Pakistan Trade Atlas All 2021 HS 382200.csv
19395,17-06-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Japan,915.15,0.0,USD,0.0,,0.0,,5.0,KG,PARTS AND ACCESSORIESARCHITECT C4000C8000 REAGENTPART NO.1G4704,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,19395,Pakistan Trade Atlas All 2021 HS 382200.csv
